Contig,Locus tag,Log fold change,EdgeR adjusted p-value,Mean observed counts,Mean pseudodata counts,Classification,Classification uncertainty,Essential,Product name,COG Class,COG ID, Locus tag,Essential1,Identical Sites,Query coverage,E Value, Locus tag,Essential2,% Identical Sites,Query coverage,E Value, Locus tag,Essential3,% Identical Sites,Query coverage,E Value,"No essential homolog in J2315, E264 or K96243 ",Number of homologs,DEG best hit (Accession No.),,Contig,Locus tag,Log fold change,EdgeR p-value,Mean observed counts,Mean pseudodata counts,Classification,Classification uncertainty,Essential,Product name,COG Class,COG ID, Locus tag,Essential1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS16595,-0.0503372662,1,139,165.7095,Unchanged,0.0586363629,,glyoxalase,E,COG0346,BCAM0974,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000009|LAUA01000009.1,WQ49_RS14155,-0.0498649527,0.9174791741,1946,2319.106,Unchanged,0.0586428622,,ATPase AAA,L,COG0507,pBCA057,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06905,-0.0479293264,1,388,461.8035,Unchanged,0.0586696121,,branched-chain amino acid transporter permease subunit LivH,E,COG0559,BCAM2250,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10185,-0.047423055,1,324,385.4795,Unchanged,0.058676639,,hypothetical protein,-,-,BCAS0215,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01495,-0.0466516006,0.9733972172,711,845.4385,Unchanged,0.058687371,,LysR family transcriptional regulator,K,COG0583,BCAL3178,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03245,-0.046577701,1,157,186.682,Unchanged,0.0586884005,,hypothetical protein,-,-,BCAM1518,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS29955,-0.0465116939,0.971152006,745,885.8085,Unchanged,0.0586893204,,glyoxylate carboligase,R,COG3960,BCAL1949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS29315,-0.0456150335,0.9470874965,1014,1204.858,Unchanged,0.0587018372,,phosphoenolpyruvate synthase,G,COG0574,BCAL2074,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS22720,-0.0455448288,1,337,400.428,Unchanged,0.0587028188,,gluconolactonase,G,COG3386,BCAM2586,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000004|LAUA01000004.1,WQ49_RS11850,-0.0444291726,1,260,308.6875,Unchanged,0.0587184518,,hypothetical protein,-,-,BCAL0336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19935,-0.0442948099,0.9943141397,509,604.2685,Unchanged,0.0587203387,,beta-Casp domain protein,J,COG1236,BCAM0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000004|LAUA01000004.1,WQ49_RS12030,-0.0439351314,1,646,766.7135,Unchanged,0.0587253942,,toluene ABC transporter ATP-binding protein,Q,COG1127,BCAL0301,E
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000004|LAUA01000004.1,WQ49_RS11780,-0.0427563071,0.993750347,770,913.135,Unchanged,0.0587420078,,type VI secretion protein,S,COG3913,BCAL0350,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS34390,-0.0425633346,1,487,577.438,Unchanged,0.058744734,,amino acid ABC transporter substrate-binding protein,E,COG0683,BCAL1045,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10695,-0.0422327963,1,471,558.356,Unchanged,0.0587494079,,MFS transporter,G,COG2814,BCAS0119,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS14685,-0.0421616222,1,175,207.455,Unchanged,0.058750415,,short-chain dehydrogenase,IQR,COG1028,BCAM1360,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS00620,-0.0419278008,0.9838263989,656,777.497,Unchanged,0.0587537254,,ABC transporter,ET,COG0834,BCAL3358,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10965,-0.0418529385,1,360,426.6655,Unchanged,0.0587547858,,AraC family transcriptional regulator,K,COG4977,BCAS0067,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS26530,-0.041538132,1,95,112.5655,Unchanged,0.0587592482,,hypothetical protein,-,-,BCAL2734,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS13765,-0.0410534746,0.9679966397,802,949.948,Unchanged,0.0587661277,,multidrug ABC transporter permease,M,COG4591,BCAL0189,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10850,-0.0409938389,1,230,272.4145,Unchanged,0.058766975,,NAD(P)H dehydrogenase (quinone),R,COG0655,BCAS0090,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01690,-0.0397955734,0.9776030813,746,882.842,Unchanged,0.0587840375,,pyrB,F,COG0540,BCAL3139,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS34955,-0.0395842098,1,275,325.3945,Unchanged,0.0587870545,,methionine ABC transporter permease,P,COG2011,BCAL2937,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS24570,-0.0391031828,1,364,430.568,Unchanged,0.058793929,,IclR family transcriptional regulator,K,COG1414,BCAL0685,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS32385,-0.0386651368,1,270,319.2785,Unchanged,0.0588001992,,succinyl-CoA:3-ketoacid-CoA transferase,I,COG2057,BCAL1473,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS29905,-0.0383352339,1,496,586.4005,Unchanged,0.0588049277,,mechanosensitive ion channel protein MscS,M,COG0668,BCAL1959,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS08460,-0.0381819617,1,348,411.3645,Unchanged,0.0588071264,,LysR family transcriptional regulator,K,COG0583,BCAS0697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS20960,-0.0381156404,1,375,443.288,Unchanged,0.0588080782,,sulfurtransferase,ER,COG1063,BCAM0097,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10390,-0.0379405148,1,323,381.7645,Unchanged,0.0588105924,,MBL fold metallo-hydrolase,R,COG0491,BCAS0179,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS27240,-0.0376729201,1,312,368.7105,Unchanged,0.058814437,,3-ketoacyl-ACP reductase,R,COG0300,BCAL2464,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS26240,-0.0375432191,1,396,467.9135,Unchanged,0.0588163017,,"tryptophan 2,3-dioxygenase",E,COG3483,BCAL2792,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS27610,-0.0375361528,1,198,233.9635,Unchanged,0.0588164034,,rRNA large subunit methyltransferase H,S,COG1576,BCAL2393,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS27075,-0.0364190535,1,546,644.6595,Unchanged,0.0588324991,,MFS transporter,G,COG2271,BCAL2625,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS35175,-0.0363420276,1,111,131.0465,Unchanged,0.0588336112,,transcriptional regulator,K,COG3311,BCAL2963,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS15585,-0.0361398849,1,387,456.8315,Unchanged,0.0588365312,,cobaltochelatase,H,COG4547,BCAM1179,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS22615,-0.0359108614,1,403,475.655,Unchanged,0.0588398419,,N-ethylmaleimide reductase,C,COG1902,BCAM2607,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS26450,-0.0355705396,1,259,305.61,Unchanged,0.0588447663,,SAM-dependent methyltransferase,H,COG2227,BCAL2750,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07805,-0.034830569,1,653,770.1335,Unchanged,0.0588554935,,hemagglutinin,-,-,QU43_RS66510,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000004|LAUA01000004.1,WQ49_RS12065,-0.0317991145,0.9974666261,985,1159.273,Unchanged,0.0588997236,,MFS transporter,G,COG2814,BCAL0294,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS00250,-0.0316047889,1,659,775.4725,Unchanged,0.0589025744,,ABC transporter permease,R,COG4137,BCAL3432,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS13050,-0.0310124799,0.9083414802,2711,3188.8625,Unchanged,0.0589112756,,putA,C,COG4230,BCAL0042,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06380,-0.0307319049,1,578,679.758,Unchanged,0.0589154033,,amino acid ABC transporter permease,E,COG1113,BCAM2145,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS25585,-0.0298427593,1,167,196.2785,Unchanged,0.0589285103,,thioesterase,I,COG1607,BCAL0890,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS08490,-0.0298213138,1,453,532.415,Unchanged,0.0589288269,,MFS transporter,G,COG2814,BCAS0690,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS27785,-0.0298191535,1,243,285.6005,Unchanged,0.0589288588,,DNA-directed RNA polymerase sigma-70 factor,K,COG1595,BCAL2360,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS27690,-0.0292375446,1,293,344.225,Unchanged,0.0589374543,,transcriptional regulator,TK,COG0745,BCAL2379,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS26510,-0.0288040367,1,249,292.454,Unchanged,0.058943872,,pseudouridine synthase,J,COG1187,BCAL2737,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS25470,-0.0281894774,1,162,190.183,Unchanged,0.0589529861,,hypothetical protein,J,COG0251,BCAL0867,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19250,-0.0281501182,1,369,433.1795,Unchanged,0.0589535704,,cation transporter,P,COG1230,BCAM0439,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01445,-0.027830042,1,591,693.6365,Unchanged,0.0589583253,,diguanylate phosphodiesterase,T,COG2200,BCAL3188,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10990,-0.0275810992,1,253,296.8785,Unchanged,0.058962027,,nitroreductase,-,-,BCAS0063,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19025,-0.0266914824,1,472,553.544,Unchanged,0.0589752807,,membrane protein,G,COG2271,BCAM0484,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS22990,-0.0263691898,1,493,578.025,Unchanged,0.058980092,,L-malate permease,C,COG3493,BCAM2532,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS24325,-0.0248106922,1,267,312.726,Unchanged,0.059003431,,alpha/beta hydrolase,R,COG3545,BCAL0633,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS13135,-0.0244950553,0.9971822659,968,1133.496,Unchanged,0.0590081726,,ethanolamine ammonia lyase large subunit,E,COG4303,BCAL0059,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS22955,-0.0242572021,1,367,429.6725,Unchanged,0.059011749,,AraC family transcriptional regulator,K,COG2207,BCAM2539,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03025,-0.024186947,1,722,845.251,Unchanged,0.0590128059,,phosphoesterase,M,COG3511,BCAM1474,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000004|LAUA01000004.1,WQ49_RS11825,-0.0239943943,1,407,476.421,Unchanged,0.0590157038,,type VI secretion protein,S,COG3516,BCAL0341,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS34970,-0.0236442352,1,398,465.7695,Unchanged,0.0590209786,,deacetylase,BQ,COG0123,BCAL2940,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS16680,-0.0233352453,1,631,738.2845,Unchanged,0.0590256383,,peptidase S53,O,COG4934,BCAM0957,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS29945,-0.0226433716,1,380,444.3985,Unchanged,0.0590360893,,tartronate semialdehyde reductase,I,COG2084,BCAL1951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS34095,-0.0213117985,1,110,128.5155,Unchanged,0.0590562708,,hypothetical protein,-,-,BCAL1105,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS23870,-0.020826735,1,552,644.716,Unchanged,0.0590636445,,MFS transporter,-,-,BCAL0543,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS34850,-0.0197278336,1,581,678.082,Unchanged,0.0590803932,,pmbA,R,COG0312,BCAL2916,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07800,-0.0191590919,1,1423,1660.17,Unchanged,0.0590890853,,ATPase,-,-,QU43_RS66505,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS08495,-0.0189456104,1,328,382.602,Unchanged,0.0590923522,,metallo-beta-lactamase,R,COG0491,BCAS0689,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS32675,-0.0188347683,1,235,274.0985,Unchanged,0.0590940493,,hypothetical protein,R,COG3545,BCAL1414,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS21310,-0.0185208529,1,257,299.7035,Unchanged,0.059098859,,PadR family transcriptional regulator,K,COG1695,BCAM0027,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS31815,-0.0172938733,1,141,164.2825,Unchanged,0.0591177057,,hypothetical protein,-,-,BCAL1582,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS16740,-0.0168172296,1,234,272.551,Unchanged,0.0591250474,,membrane protein,-,-,BCAM0945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04840,-0.0167054039,1,364,423.9455,Unchanged,0.0591267715,,N-hydroxyarylamine O-acetyltransferase,Q,COG2162,BCAM1826,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS31620,-0.0165003499,1,85,98.9825,Unchanged,0.0591299346,,hypothetical protein,-,-,BCAL1623,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10520,-0.0163754733,1,771,897.738,Unchanged,0.059131862,,hypothetical protein,R,COG0790,BCAS0153,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS11085,-0.0156853373,1,483,562.122,Unchanged,0.0591425278,,phosphoribosylglycinamide synthetase,I,COG0439,BCAS0044,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS14590,-0.0155606953,1,252,293.2655,Unchanged,0.0591444566,,iron ABC transporter substrate-binding protein,P,COG1840,BCAM1379,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS34040,-0.0152729798,1,442,514.2605,Unchanged,0.059148912,,ABC transporter substrate-binding protein,P,COG1840,BCAL1116,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS00815,-0.0133650171,1,345,400.88,Unchanged,0.0591785631,,hypothetical protein,S,COG3832,BCAL3319,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS23955,-0.013055193,0.9652556823,793,921.2375,Unchanged,0.0591833953,,Xaa-Pro aminopeptidase,E,COG0006,BCAL0560,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS12680,-0.0130333525,1,707,821.3245,Unchanged,0.0591837361,,nitrate ABC transporter substrate-binding protein,P,COG0715,BCAL3500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS17560,-0.012931552,1,245,284.597,Unchanged,0.059185325,,motility protein B,N,COG1360,BCAM0778,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07465,-0.0127266288,1,379,440.177,Unchanged,0.0591885251,,esterase,R,COG0627,BCAM2358,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS23960,-0.0120555618,1,193,224.0505,Unchanged,0.0591990191,,flagellar synthesis chaperone protein FlgN,NUO,COG3418,BCAL0561,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS25935,-0.0116634626,1,759,880.902,Unchanged,0.0592051612,,polymerase,M,COG3307,BCAL0960,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS13435,-0.0113452371,0.9677245134,851,987.451,Unchanged,0.0592101518,,peptidase,S,COG3182,BCAL0117,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS25465,-0.01073725,1,637,738.8205,Unchanged,0.0592197008,,D-aminoacylase,Q,COG3653,BCAL0866,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS14640,-0.0095254608,1,196,227.1395,Unchanged,0.0592387888,,"3,4-dihydroxyphenylacetate 2,3-dioxygenase",S,COG3384,BCAM1369,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19605,-0.0092269747,1,248,287.3385,Unchanged,0.0592435019,,hypothetical protein,-,-,BCAM0371,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000004|LAUA01000004.1,WQ49_RS12215,-0.0087760925,0.9681152708,1480,1714.2345,Unchanged,0.0592506299,,thiol:disulfide interchange protein,OC,COG4232,BCAL0263,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS13055,-0.0081066472,0.9568275321,801,927.362,Unchanged,0.0592612321,,amino acid ABC transporter substrate-binding protein,E,COG0683,BCAL0043,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05705,-0.0077628246,0.9554955244,976,1129.6575,Unchanged,0.0592666861,,TonB-dependent receptor,P,COG4774,BCAM2007,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01510,-0.0061994514,1,664,767.713,Unchanged,0.0592915612,,multidrug DMT transporter permease,R,COG5006,BCAL3175,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS21765,-0.0061289356,1,315,364.1885,Unchanged,0.0592926861,,LysR family transcriptional regulator,K,COG0583,BCAM2777,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03120,-0.0060325356,1,279,322.547,Unchanged,0.0592942243,,LuxR family transcriptional regulator,TK,COG2197,BCAM1493,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS22820,-0.0052205031,1,208,240.3245,Unchanged,0.0593072004,,GNAT family acetyltransferase,R,COG3153,BCAM2566,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS33815,-0.0046369569,1,174,200.971,Unchanged,0.059316546,,transposase,L,COG2963,BCAM0246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS34460,-0.0045773087,1,215,248.3085,Unchanged,0.0593175022,,drug:proton antiporter,R,COG2153,BCAL1031,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS26260,-0.004231401,1,226,260.944,Unchanged,0.0593230512,,flavin reductase,R,COG1853,BCAL2788,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS15605,-0.0040159273,1,174,200.872,Unchanged,0.0593265108,,ferredoxin,C,COG0437,BCAM1175,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS14705,-0.0032794303,1,172,198.461,Unchanged,0.0593383538,,gluconate 2-dehydrogenase,-,-,BCAM1356,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19385,-0.0019247306,1,121,139.485,Unchanged,0.0593602093,,ModE family transcriptional regulator,R,COG2005,BCAM0412a,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS25840,-0.0015645383,0.9538869897,1342,1546.627,Unchanged,0.0593660361,,glycosyl transferase family 51,M,COG0744,BCAL0940,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30550,-0.0013425244,1,625,720.1905,Unchanged,0.0593696308,,aldehyde dehydrogenase,C,COG1012,BCAL1831,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS27600,-0.0012437418,1,630,725.911,Unchanged,0.0593712311,,ribonuclease,J,COG1530,BCAL2395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04180,-3.80E-04,0.9054223781,394,453.7185,Unchanged,0.0593852366,,hypothetical protein,-,-,BCAM1696,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS13205,2.80E-04,0.9602094168,2058,2368.816,Unchanged,0,,glycine dehydrogenase (decarboxylating),E,COG1003,BCAL0073,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS12870,7.91E-04,0.9422762122,1048,1205.852,Unchanged,0,,sensor histidine kinase,T,COG0642,BCAL0007,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS27265,0.0022834389,0.8409466355,129,148.267,Unchanged,0,,4Fe-4S ferredoxin,C,COG1143,BCAL2460,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS28165,0.002948006,0.8841817919,257,295.26,Unchanged,0,,membrane protein,S,COG2862,BCAL2286,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000004|LAUA01000004.1,WQ49_RS11540,0.0034106162,0.9106000707,620,712.0885,Unchanged,0,,phosphoglycolate phosphatase,R,COG0546,BCAL0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06145,0.0034367221,0.9303643056,1005,1154.237,Unchanged,0,,acylaldehyde oxidase,C,COG1529,BCAM2097,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30220,0.0036386277,0.9162084847,519,596.0045,Unchanged,0,,CoA transferase,C,COG1804,BCAL1896,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS21465,0.0041887917,0.8860232523,230,264.015,Unchanged,0,,chemotaxis protein,-,-,QU43_RS68640,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS09860,0.0047375287,0.9079766836,515,590.938,Unchanged,0,,MFS transporter,G,COG2271,BCAS0280,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS11435,0.0047796883,0.9071610558,483,554.1935,Unchanged,0,,metallophosphoesterase,L,COG0420,BCAS0748,
