sgRNA,Locus_tag,Gene,Gene,Old_locus_tag,KEGG,COG,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,drug,Mean,Z_scores
1890,WQ49_RS11295,WQ49_RS11295,WQ49_RS11295,BCAS0001,Others,"Replication, recombination and repair",267.6337368,-0.27188892,0.133298018,-2.039707138,0.041379504,0.467565215,PHAR,,-2.199580518
1891,WQ49_RS11335,WQ49_RS11335,WQ49_RS11335,#N/A,Others,#N/A,417.9812339,-0.147333689,0.116266411,-1.267207687,0.205081038,0.722216815,PHAR,,-1.450500563
1892,WQ49_RS11525,WQ49_RS11525,WQ49_RS11525,BCAL0403,Others,Cell wall/membrane/envelope biogenesis,469.6615085,0.002283613,0.121189652,0.018843301,0.984966111,1,PHAR,,-0.157003436
1893,WQ49_RS11590,WQ49_RS11590,WQ49_RS11590,BCAL0388,Others,Energy production and conversion,419.972254,0.023080274,0.120480033,0.191569284,0.848079604,0.994207867,PHAR,,0.014686822
1894,WQ49_RS11665,WQ49_RS11665,WQ49_RS11665,BCAL0374,Others,"Translation, ribosomal structure and biogenesis",232.8132358,0.124959565,0.150318396,0.831299221,0.405804615,0.846771671,PHAR,,0.689528117
1895,WQ49_RS11880,WQ49_RS11880,WQ49_RS11880,BCAL0331,Others,"Posttranslational modification, protein turnover, chaperones",0.814718255,1.231933492,2.338708469,0.526758041,0.598361624,0.93833982,PHAR,,0.51764583
1896,WQ49_RS11910,WQ49_RS11910,WQ49_RS11910,BCAL0325,Bacterial secretion system,"Intracellular trafficking, secretion, and vesicular transport",249.0373213,-0.192097637,0.136423587,-1.408096955,0.159102363,0.669565266,PHAR,,-1.564307515
1897,WQ49_RS12075,WQ49_RS12075,WQ49_RS12075,BCAL0292,Others,"Translation, ribosomal structure and biogenesis",135.3437533,-0.151914576,0.180079765,-0.84359604,0.398895178,0.846771671,PHAR,,-0.961936959
1898,WQ49_RS12135,WQ49_RS12135,WQ49_RS12135,BCAL0280,3-dehydroquinate biosynthesis I,Amino acid transport and metabolism,0.439259756,1.673679864,3.0844139,0.542624926,0.587388073,0.937141708,PHAR,,0.535715735
1900,WQ49_RS12225,WQ49_RS12225,WQ49_RS12225,BCAL0261,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",221.5417552,0.105497602,0.147291501,0.716250441,0.473836722,0.869885497,PHAR,,0.571565889
1901,WQ49_RS12230,WQ49_RS12230,WQ49_RS12230,BCAL0260,Metabolic pathways,Transcription,233.4758929,-0.023241454,0.142344893,-0.163275646,0.870301408,0.994207867,PHAR,,-0.312988111
1902,WQ49_RS12235,WQ49_RS12235,WQ49_RS12235,BCAL0259,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",243.4817703,0.00621462,0.144624225,0.042970813,0.9657248,1,PHAR,,-0.104382128
1903,WQ49_RS12240,WQ49_RS12240,WQ49_RS12240,BCAL0258,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",186.8164953,-0.280457875,0.150515914,-1.863310447,0.062418601,0.489054715,PHAR,,-2.004895507
1904,WQ49_RS12260,WQ49_RS12260,WQ49_RS12260,BCAL0254,Bacterial secretion system,"Intracellular trafficking, secretion, and vesicular transport",271.4736219,-0.14239438,0.136876765,-1.040310822,0.298195518,0.787516939,PHAR,,-1.196004193
1905,WQ49_RS12260,WQ49_RS12260,WQ49_RS12260,BCAL0254,Bacterial secretion system,"Intracellular trafficking, secretion, and vesicular transport",320.2227431,0.093012763,0.160487645,0.579563385,0.562209091,0.937141708,PHAR,,0.446775563
1906,WQ49_RS12320,WQ49_RS12320,WQ49_RS12320,BCAL0242,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",177.0777641,0.060264879,0.159828927,0.377058646,0.706130023,0.969611375,PHAR,,0.243723553
1907,WQ49_RS12320,WQ49_RS12320,WQ49_RS12320,BCAL0242,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",456.3582907,0.211187251,0.129209916,1.634450803,0.102164228,0.594890405,PHAR,,1.469519152
1908,WQ49_RS12375,WQ49_RS12375,WQ49_RS12375,BCAL0231,Translation factors,"Translation, ribosomal structure and biogenesis",194.8596182,0.168744365,0.165301407,1.020828364,0.307335763,0.796463081,PHAR,,0.891907472
1909,WQ49_RS12380,WQ49_RS12380,WQ49_RS12380,BCAL0230,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",0.307398577,0,3.763968626,0,1,1,PHAR,,-0.005661791
1910,WQ49_RS12385,WQ49_RS12385,WQ49_RS12385,BCAL0229,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",193.8430388,-0.095992848,0.163296911,-0.587842398,0.556638083,0.931103702,PHAR,,-0.718345815
1911,WQ49_RS12405,WQ49_RS12405,WQ49_RS12405,BCAL0225,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",425.0421239,-0.073367467,0.11706687,-0.626714176,0.53084661,0.914406006,PHAR,,-0.808753764
1912,WQ49_RS12415,WQ49_RS12415,WQ49_RS12415,BCAL0223,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",268.1039493,-0.102743946,0.13351001,-0.769559868,0.441561019,0.851818027,PHAR,,-0.929179396
1913,WQ49_RS12830,WQ49_RS12830,WQ49_RS12830,BCAL3530,DNA replication,"Replication, recombination and repair",374.4292223,0.101271307,0.12143594,0.833948387,0.404310069,0.846771671,PHAR,,0.658458291
1914,WQ49_RS13005,WQ49_RS13005,WQ49_RS13005,BCAL0033,Metabolic pathways,Energy production and conversion,289.1842085,0.618891793,0.137194627,4.511049797,6.45E-06,0.001186939,PHAR,,4.355717148
1915,WQ49_RS13265,WQ49_RS13265,WQ49_RS13265,BCAL0083a,Others,#N/A,415.2462694,-0.017087218,0.119775061,-0.142660901,0.886557997,0.994207867,PHAR,,-0.320584458
1916,WQ49_RS13270,WQ49_RS13270,WQ49_RS13270,BCAL0084,Others,#N/A,317.1532106,0.021814778,0.143421763,0.152102283,0.879106263,0.994207867,PHAR,,0.003513921
1917,WQ49_RS13280,WQ49_RS13275,WQ49_RS13275,BCAL0086,Others,#N/A,295.001176,0.186998881,0.155210999,1.204804315,0.228278854,0.754550462,PHAR,,1.067502159
1918,WQ49_RS13990,WQ49_RS13990,WQ49_RS13990,pBCA002,Others,Transcription,908.6913185,-0.069244038,0.095761358,-0.723089562,0.469624862,0.866999745,PHAR,,-0.945630317
1919,WQ49_RS14425,WQ49_RS14425,WQ49_RS14425,pBCA002,Others,Transcription,0.071805328,0,5.770684076,0,1,1,PHAR,,-0.003692943
1920,WQ49_RS14960,WQ49_RS14960,WQ49_RS14960,BCAM1305,Others,#N/A,595.0319018,0.012374917,0.103833434,0.119180462,0.905132385,0.994207867,PHAR,,-0.086059835
1921,WQ49_RS15145,WQ49_RS15145,WQ49_RS15145,BCAM1268a,Others,#N/A,225.5103746,0.115644995,0.150401597,0.768908023,0.441947914,0.851818027,PHAR,,0.627215347
1922,WQ49_RS15155,WQ49_RS15155,WQ49_RS15155,BCAM1267,Arginine and proline metabolism,Amino acid transport and metabolism,287.1591856,0.214154689,0.148808563,1.439128807,0.150114031,0.662903563,PHAR,,1.295919274
1923,WQ49_RS16225,WQ49_RS16225,WQ49_RS16225,BCAM1046,Others,#N/A,284.805632,0.126747735,0.133063673,0.952534464,0.340825996,0.828792731,PHAR,,0.792379522
1929,WQ49_RS16480,WQ49_RS16480,WQ49_RS16480,BCAM0995,Folate biosynthesis,Coenzyme transport and metabolism,479.8081351,-0.062388373,0.117502948,-0.530951556,0.595452349,0.937141708,PHAR,,-0.712315558
1930,WQ49_RS16485,WQ49_RS16485,WQ49_RS16485,BCAM0994,3-hydroxypropanoate cycle,Lipid transport and metabolism,11.32583853,-0.289351884,0.563140931,-0.513817888,0.60737932,0.941669267,PHAR,,-0.551660644
1931,WQ49_RS16525,WQ49_RS16525,WQ49_RS16525,BCAM0986,2-Oxocarboxylic acid metabolism,Amino acid transport and metabolism,277.3374807,-0.164918059,0.136810557,-1.205448344,0.228030268,0.754550462,PHAR,,-1.36121706
1932,WQ49_RS16580,WQ49_RS16580,WQ49_RS16580,BCAM0977,Others,Transcription,297.0737857,-0.211543069,0.133583026,-1.583607395,0.11328309,0.619131343,PHAR,,-1.743139676
1933,WQ49_RS16615,WQ49_RS16615,WQ49_RS16615,BCAM0970,Biosynthesis of antibiotics,Energy production and conversion,391.6942568,-0.096722587,0.124903354,-0.774379424,0.438706448,0.851818027,PHAR,,-0.94499778
1934,WQ49_RS16615,WQ49_RS16615,WQ49_RS16615,BCAM0970,Biosynthesis of antibiotics,Energy production and conversion,200.1709971,0.043932325,0.186354144,0.235746436,0.813629435,0.991149753,PHAR,,0.121389951
1935,WQ49_RS16730,WQ49_RS16730,WQ49_RS16730,BCAM0946a,Others,#N/A,730.9328649,-0.152849046,0.112408225,-1.359767455,0.173903524,0.700691573,PHAR,,-1.549351489
1936,WQ49_RS16825,WQ49_RS16825,WQ49_RS16825,BCAM0928,Others,"Translation, ribosomal structure and biogenesis",682.019149,-0.165009548,0.109289721,-1.509835929,0.131085295,0.637314686,PHAR,,-1.704829608
1937,WQ49_RS16885,WQ49_RS16885,WQ49_RS16885,BCAM0918,Others,Transcription,660.756817,-0.088371706,0.110518003,-0.799613673,0.423934663,0.847869326,PHAR,,-0.99244022
1938,WQ49_RS16895,WQ49_RS16895,WQ49_RS16895,BCAM0917,DNA Replication,"Replication, recombination and repair",1371.354865,-0.085881098,0.082293131,-1.043599832,0.296670571,0.787516939,PHAR,,-1.302561966
1939,WQ49_RS16925,WQ49_RS16925,WQ49_RS16925,BCAM0911,Biosynthesis of antibiotics,Lipid transport and metabolism,524.1169869,-0.075882133,0.120693905,-0.628715535,0.529535306,0.914406006,PHAR,,-0.805284557
1940,WQ49_RS17185,WQ49_RS17185,WQ49_RS17185,BCAM0857,Others,Signal transduction mechanisms,237.1248331,-0.019626916,0.157581363,-0.124551001,0.900879022,0.994207867,PHAR,,-0.259787836
1941,WQ49_RS17425,WQ49_RS17425,WQ49_RS17425,BCAM0808,Others,#N/A,43.4590447,0.452260397,0.294590442,1.53521748,0.124730416,0.634269819,PHAR,,1.462877032
1943,WQ49_RS18035,WQ49_RS18035,WQ49_RS18035,BCAM0681,Others,Carbohydrate transport and metabolism,304.7754753,0.255591565,0.144595964,1.767625861,0.077123472,0.519172639,PHAR,,1.62024412
1944,WQ49_RS18245,WQ49_RS18245,WQ49_RS18245,BCAM0639,Others,Signal transduction mechanisms,369.0027033,-0.164040387,0.128800742,-1.27359815,0.202805868,0.722216815,PHAR,,-1.439053756
1945,WQ49_RS18465,WQ49_RS18465,WQ49_RS18465,BCAM0596,Others,Energy production and conversion,173.8568494,-0.15882875,0.166552645,-0.953624904,0.340273545,0.828792731,PHAR,,-1.081577269
1946,WQ49_RS18590,WQ49_RS18590,WQ49_RS18590,BCAM0572,Others,#N/A,376.2616664,-0.057219475,0.11821394,-0.484033225,0.62836229,0.942113949,PHAR,,-0.664306422
1947,WQ49_RS18760,WQ49_RS18760,WQ49_RS18760,BCAM0539,Others,Inorganic ion transport and metabolism,200.7129841,-0.117453309,0.160251346,-0.73293181,0.463600021,0.865305005,PHAR,,-0.865915434
1948,WQ49_RS19165,WQ49_RS19165,WQ49_RS19165,BCAM0457,Others,#N/A,255.5247039,-0.086675078,0.133543921,-0.649037994,0.516313818,0.907659961,PHAR,,-0.808616991
1950,WQ49_RS19205,WQ49_RS19205,WQ49_RS19205,BCAM0448,Others,Function unknown,424.4575567,-0.036626574,0.122208273,-0.29970617,0.764401292,0.991149753,PHAR,,-0.474087203
1952,WQ49_RS20055,WQ49_RS20055,WQ49_RS20055,BCAM0277,Others,#N/A,203.9408788,-0.322430056,0.167670605,-1.92299691,0.054480438,0.48058255,PHAR,,-2.05009614
1953,WQ49_RS20495,WQ49_RS20495,WQ49_RS20495,BCAM0186,Others,#N/A,266.689786,0.22739637,0.138477789,1.642114392,0.1005663,0.594890405,PHAR,,1.488221085
1954,WQ49_RS20870,WQ49_RS20870,WQ49_RS20870,BCAM0115,Others,#N/A,777.3697252,-0.078919786,0.11280183,-0.699632146,0.484157062,0.879127296,PHAR,,-0.888554656
1955,WQ49_RS21220,WQ49_RS21220,WQ49_RS21220,BCAM0045,Others,#N/A,0.526325193,1.66541781,2.968887743,0.560956814,0.574826978,0.937141708,PHAR,,0.553778771
1956,WQ49_RS21425,WQ49_RS21425,WQ49_RS21425,BCAM0004,Others,Transcription,9.756798966,1.003231013,0.626472097,1.601397761,0.109288848,0.607464533,PHAR,,1.567380596
1957,WQ49_RS21805,WQ49_RS21805,WQ49_RS21805,BCAM2769,Others,General function prediction only,342.3068246,-0.155439183,0.12488664,-1.244642207,0.213263299,0.722216815,PHAR,,-1.415283397
1958,WQ49_RS22125,WQ49_RS22125,WQ49_RS22125,#N/A,Others,#N/A,18.43685416,0.513682464,0.444962976,1.154438665,0.248320371,0.76737149,PHAR,,1.106545232
1959,WQ49_RS22225,WQ49_RS22225,WQ49_RS22225,BCAM2688,Amino sugar and nucleotide sugar metabolism,Carbohydrate transport and metabolism,324.6034236,-0.125328012,0.134712611,-0.930336152,0.352197065,0.839669099,PHAR,,-1.088530732
1960,WQ49_RS22415,WQ49_RS22415,WQ49_RS22415,BCAM2650,(5Z)-dodecenoate biosynthesis II,Function unknown,95.6450267,0.036568438,0.217680227,0.167991546,0.86658993,0.994207867,PHAR,,0.070091956
1961,WQ49_RS23260,WQ49_RS23260,WQ49_RS23260,BCAL0423,Two-component system,"Replication, recombination and repair",212.195773,-0.325282165,0.165991915,-1.959626553,0.050039455,0.48058255,PHAR,,-2.088011148
1963,WQ49_RS23555,WQ49_RS23555,WQ49_RS23555,BCAL0480,Others,Cell wall/membrane/envelope biogenesis,205.2124291,-0.110841251,0.152973153,-0.724579767,0.468709875,0.866999745,PHAR,,-0.863890519
1964,WQ49_RS23565,WQ49_RS23565,WQ49_RS23565,BCAL0482,Others,"Cell cycle control, cell division, chromosome partitioning",166.0406631,0.199644061,0.182133093,1.0961438,0.273015849,0.780874062,PHAR,,0.979137031
1965,WQ49_RS23690,WQ49_RS23690,WQ49_RS23690,BCAL0507,Biosynthesis of amino acids,Amino acid transport and metabolism,202.6054186,-0.139751934,0.171199459,-0.816310604,0.414322511,0.846771671,PHAR,,-0.940789998
1966,WQ49_RS23690,WQ49_RS23690,WQ49_RS23690,BCAL0507,Biosynthesis of amino acids,Amino acid transport and metabolism,335.115013,-0.088005443,0.12842424,-0.685271276,0.493172754,0.886747102,PHAR,,-0.851211949
1967,WQ49_RS23695,WQ49_RS23695,WQ49_RS23695,BCAL0508,Lipopolysaccharide biosynthesis,Cell wall/membrane/envelope biogenesis,176.7889305,-0.069945912,0.177680628,-0.393660878,0.693831429,0.968373244,PHAR,,-0.513599698
1968,WQ49_RS23715,WQ49_RS23715,WQ49_RS23715,BCAL0512,Others,#N/A,203.5357996,-0.214774528,0.170277906,-1.261317648,0.207194425,0.722216815,PHAR,,-1.38647073
1969,WQ49_RS23835,WQ49_RS23835,WQ49_RS23835,BCAL0536,Photosynthesis,Energy production and conversion,118.4717026,-0.169255474,0.205324522,-0.824331512,0.409751218,0.846771671,PHAR,,-0.928122353
1970,WQ49_RS24155,WQ49_RS24155,WQ49_RS24155,BCAL0601,Others,General function prediction only,226.0800259,0.027094047,0.15037608,0.180175246,0.857014991,0.994207867,PHAR,,0.038458527
1971,WQ49_RS24220,WQ49_RS24220,WQ49_RS24220,BCAL0614,6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,Coenzyme transport and metabolism,233.8921474,0.003460393,0.146227734,0.023664413,0.981120292,1,PHAR,,-0.12207268
1972,WQ49_RS24330,WQ49_RS24330,WQ49_RS24330,BCAL0634,Others,#N/A,233.1125606,-0.144574421,0.142913114,-1.011624597,0.311717581,0.800316765,PHAR,,-1.160741807
1974,WQ49_RS24610,WQ49_RS24610,WQ49_RS24610,BCAL0693,Metabolic pathways,Transcription,171.8975779,-0.044607555,0.17521747,-0.254583948,0.799044458,0.991149753,PHAR,,-0.376208834
1975,WQ49_RS24610,WQ49_RS24610,WQ49_RS24610,BCAL0693,Metabolic pathways,Transcription,86.40275118,0.175520574,0.216624849,0.81025134,0.417795736,0.846771671,PHAR,,0.711874792
1976,WQ49_RS24695,WQ49_RS24695,WQ49_RS24695,BCAL0710,lipoate biosynthesis and incorporation (yeast),Coenzyme transport and metabolism,231.5087315,-0.079462397,0.142096176,-0.559215594,0.576014592,0.937141708,PHAR,,-0.709190108
1977,WQ49_RS25075,WQ49_RS25075,WQ49_RS25075,BCAL0787,Others,Transcription,286.4628549,-0.009612374,0.144250345,-0.066636749,0.946870889,0.998447565,PHAR,,-0.214371611
1978,WQ49_RS25105,WQ49_RS25105,WQ49_RS25105,BCAL0793,Bacterial secretion system,"Intracellular trafficking, secretion, and vesicular transport",452.6349173,-0.056789109,0.138535664,-0.40992411,0.681861619,0.960172483,PHAR,,-0.563753125
1979,WQ49_RS25130,WQ49_RS25130,pth,BCAL0798,Others,"Translation, ribosomal structure and biogenesis",116.8532312,-5.2719731,0.482602505,-10.92404834,8.85E-28,4.88E-25,PHAR,,-10.96820643
1980,WQ49_RS25140,WQ49_RS25140,WQ49_RS25140,BCAL0800,Biosynthesis of amino acids,Amino acid transport and metabolism,512.3810151,-0.128114593,0.119488017,-1.072196164,0.283631933,0.780874062,PHAR,,-1.250547143
1981,WQ49_RS25150,WQ49_RS25150,WQ49_RS25150,BCAL0802,Others,#N/A,295.2841448,0.069571777,0.150297966,0.46289234,0.643441538,0.942113949,PHAR,,0.321101966
1982,WQ49_RS25150,WQ49_RS25150,WQ49_RS25150,BCAL0802,Others,#N/A,267.803004,-0.200247775,0.137072404,-1.460890513,0.14404549,0.655549212,PHAR,,-1.616361667
1983,WQ49_RS25185,WQ49_RS25185,WQ49_RS25185,BCAL0809,Others,Signal transduction mechanisms,734.7965557,-0.245276956,0.095325662,-2.573042263,0.01008089,0.274028971,PHAR,,-2.796600164
1984,WQ49_RS25190,WQ49_RS25190,WQ49_RS25190,#N/A,Phosphotransferase system (PTS),#N/A,299.3982832,0.167734789,0.146122567,1.147904753,0.251007886,0.76737149,PHAR,,1.002062771
1985,WQ49_RS25205,WQ49_RS25205,WQ49_RS25205,BCAL0814,ABC transporters,General function prediction only,832.280036,-0.1119047,0.107426594,-1.041685268,0.297557621,0.787516939,PHAR,,-1.240060773
1986,WQ49_RS25500,WQ49_RS25500,WQ49_RS25500,BCAL0873,Biosynthesis of secondary metabolites,Coenzyme transport and metabolism,352.8185338,-0.015203579,0.139635882,-0.108880172,0.913297533,0.994207867,PHAR,,-0.26149714
1987,WQ49_RS25615,WQ49_RS25615,WQ49_RS25615,BCAL0896,Metabolic pathways,Coenzyme transport and metabolism,0.055253319,-1.19128463,5.7669399,-0.206571362,0.836344628,0.99282201,PHAR,,-0.210266702
1989,WQ49_RS25645,WQ49_RS25645,WQ49_RS25645,BCAL0902,Lipopolysaccharide biosynthesis,Amino acid transport and metabolism,6.008022219,-0.544768143,0.860441376,-0.633126391,0.52665111,0.914186832,PHAR,,-0.657893685
1990,WQ49_RS25830,WQ49_RS25830,WQ49_RS25830,BCAL0938a,Others,Function unknown,355.6327534,-0.010329882,0.13380704,-0.077199842,0.938464567,0.998135725,PHAR,,-0.236465041
1991,WQ49_RS25970,WQ49_RS25970,WQ49_RS25970,BCAL0967,Lipopolysaccharide biosynthesis,Cell wall/membrane/envelope biogenesis,0.485971003,-1.246504175,2.887613713,-0.431672758,0.66597927,0.950598417,PHAR,,-0.439052833
1992,WQ49_RS26290,WQ49_RS26290,WQ49_RS26290,BCAL2782,4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis (yeast),Coenzyme transport and metabolism,399.3819799,0.153557889,0.122720696,1.251279477,0.21083253,0.722216815,PHAR,,1.077626577
1993,WQ49_RS26315,WQ49_RS26315,WQ49_RS26315,BCAL2777,Others,Cell wall/membrane/envelope biogenesis,162.1436608,0.095872111,0.167537594,0.572242377,0.567157782,0.937141708,PHAR,,0.44504224
1994,WQ49_RS26315,WQ49_RS26315,WQ49_RS26315,BCAL2777,Others,Cell wall/membrane/envelope biogenesis,235.8315481,0.078616859,0.161479245,0.486854263,0.626361613,0.942113949,PHAR,,0.354881854
1995,WQ49_RS26375,WQ49_RS26375,WQ49_RS26375,BCAL2765,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",166.1560481,0.113220255,0.151446061,0.747594582,0.454704734,0.860644408,PHAR,,0.606879105
1996,WQ49_RS26390,WQ49_RS26390,WQ49_RS26390,BCAL2762,Biosynthesis of antibiotics,Nucleotide transport and metabolism,0.187878063,-1.192382705,4.806470128,-0.248078668,0.804073541,0.991149753,PHAR,,-0.252512442
1997,WQ49_RS26395,WQ49_RS26395,WQ49_RS26395,BCAL2761,CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis,Cell wall/membrane/envelope biogenesis,172.204911,0.332050234,0.16966798,1.957058918,0.050340542,0.48058255,PHAR,,1.831455933
1998,WQ49_RS26400,WQ49_RS26400,WQ49_RS26400,BCAL2760,Others,Function unknown,123.1367238,-0.249536776,0.19163563,-1.302141864,0.192867894,0.722216815,PHAR,,-1.413346679
1999,WQ49_RS26570,WQ49_RS26570,WQ49_RS26570,BCAL2726,Metabolic pathways,Coenzyme transport and metabolism,294.1452107,0.110293893,0.134970632,0.817169569,0.41383153,0.846771671,PHAR,,0.659277408
2000,WQ49_RS26570,WQ49_RS26570,WQ49_RS26570,BCAL2726,Metabolic pathways,Coenzyme transport and metabolism,508.6821369,0.167904555,0.138126261,1.215587496,0.2241421,0.752625408,PHAR,,1.061302534
2001,WQ49_RS26630,WQ49_RS26630,WQ49_RS26630,BCAL2714,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",95.33231443,-0.114667395,0.211252879,-0.54279684,0.587269689,0.937141708,PHAR,,-0.643675015
2003,WQ49_RS26945,WQ49_RS26945,WQ49_RS26945,BCAL2651,beta-Alanine metabolism,Coenzyme transport and metabolism,0.132092458,0,5.770684076,0,1,1,PHAR,,-0.003692943
2004,WQ49_RS26950,WQ49_RS26950,WQ49_RS26950,BCAL2650,Others,Function unknown,328.6924222,-0.00725211,0.138639621,-0.052309075,0.958282423,1,PHAR,,-0.206022743
2005,WQ49_RS27300,WQ49_RS27300,WQ49_RS27300,BCAL2454,Others,"Replication, recombination and repair",0.083093121,0,5.770684076,0,1,1,PHAR,,-0.003692943
2006,WQ49_RS27330,WQ49_RS27330,WQ49_RS27330,BCAL2448,Others,General function prediction only,200.0142426,0.084752366,0.149612635,0.566478663,0.571068433,0.937141708,PHAR,,0.42403879
2009,WQ49_RS27810,WQ49_RS27810,WQ49_RS27810,BCAL2355,Glycerophospholipid metabolism,Lipid transport and metabolism,99.77987182,0.006648852,0.206075654,0.03226413,0.974261414,1,PHAR,,-0.0711484
2010,WQ49_RS27880,WQ49_RS27880,WQ49_RS27880,BCAL2342,Metabolic pathways,Energy production and conversion,113.9054969,0.10128146,0.199649519,0.507296288,0.611946943,0.941669267,PHAR,,0.40055521
2011,WQ49_RS27895,WQ49_RS27895,WQ49_RS27895,BCAL2339,Metabolic pathways,Energy production and conversion,252.7653574,0.027707603,0.146058084,0.189702631,0.849542159,0.994207867,PHAR,,0.043796261
2013,WQ49_RS28135,WQ49_RS28135,WQ49_RS28135,BCAL2292,Others,"Intracellular trafficking, secretion, and vesicular transport",182.3107377,0.125997555,0.176349446,0.71447661,0.474932514,0.869885497,PHAR,,0.593632427
2014,WQ49_RS28560,WQ49_RS28560,WQ49_RS28560,BCAL2212,Carbon fixation pathways in prokaryotes,Coenzyme transport and metabolism,150.5359228,-0.041958391,0.173164141,-0.242304159,0.808544491,0.991149753,PHAR,,-0.365371237
2015,WQ49_RS28650,WQ49_RS28650,WQ49_RS28650,BCAL2196,Others,Function unknown,397.1807336,0.390173109,0.123622853,3.156156817,0.001598629,0.126063305,PHAR,,2.983771175
2016,WQ49_RS28680,WQ49_RS28680,WQ49_RS28680,BCAL2190,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",207.1522974,0.097000652,0.148664707,0.652479356,0.514091986,0.907659961,PHAR,,0.509131246
2017,WQ49_RS28710,WQ49_RS28710,WQ49_RS28710,BCAL2185,ABC transporters,Defense mechanisms,201.0037783,0.301101269,0.156207998,1.927566275,0.053909097,0.48058255,PHAR,,1.791140451
2018,WQ49_RS28735,WQ49_RS28735,WQ49_RS28735,BCAL2180,CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis,Cell wall/membrane/envelope biogenesis,0.13976776,1.664108531,5.770088432,0.288402604,0.773038574,0.991149753,PHAR,,0.284709281
2020,WQ49_RS28860,WQ49_RS28860,WQ49_RS28860,BCAL2154,Lipopolysaccharide biosynthesis,Function unknown,169.9152877,0.04455258,0.166643679,0.267352354,0.78919788,0.991149753,PHAR,,0.139469887
2021,WQ49_RS28895,WQ49_RS28895,WQ49_RS28895,BCAL2147,Others,"Cell cycle control, cell division, chromosome partitioning",332.2399437,0.400580554,0.143489948,2.791697678,0.005243232,0.193531153,PHAR,,2.643179923
2022,WQ49_RS29115,WQ49_RS29115,WQ49_RS29115,BCAL2114,Others,"Replication, recombination and repair",7.174295963,-0.584935708,0.707552243,-0.826703206,0.408405304,0.846771671,PHAR,,-0.856822261
2026,WQ49_RS29180,WQ49_RS29180,WQ49_RS29180,BCAL2101,Biosynthesis of amino acids,Amino acid transport and metabolism,1693.343728,-0.049301373,0.101621977,-0.485144798,0.627573637,0.942113949,PHAR,,-0.694851453
2027,WQ49_RS29245,WQ49_RS29245,WQ49_RS29245,BCAL2088,Others,"Translation, ribosomal structure and biogenesis",0.99530569,0.808216902,1.871603603,0.431831239,0.665864074,0.950598417,PHAR,,0.420444851
2028,WQ49_RS29245,WQ49_RS29245,WQ49_RS29245,BCAL2088,Others,"Translation, ribosomal structure and biogenesis",468.1227934,0.3669876,0.125042273,2.934908264,0.003336463,0.167429785,PHAR,,2.764479462
2029,WQ49_RS29610,WQ49_RS29610,WQ49_RS29610,BCAL2015,Biosynthesis of antibiotics,Lipid transport and metabolism,420.0211476,-0.008509633,0.118917279,-0.071559263,0.94295266,0.998447565,PHAR,,-0.25076623
2030,WQ49_RS29790,WQ49_RS29790,WQ49_RS29790,BCAL1983,Others,"Cell cycle control, cell division, chromosome partitioning",300.6112878,-0.250178863,0.136714228,-1.829940203,0.067258881,0.489054715,PHAR,,-1.985818674
2031,WQ49_RS29870,WQ49_RS29870,WQ49_RS29870,BCAL1966,Others,General function prediction only,383.6171847,-0.026901711,0.125530795,-0.214303674,0.830310253,0.991149753,PHAR,,-0.384069228
2034,WQ49_RS30025,WQ49_RS30025,WQ49_RS30025,BCAL1935,Others,Carbohydrate transport and metabolism,313.8093819,-0.160443857,0.136811466,-1.172736916,0.240901323,0.760304394,PHAR,,-1.328504597
2035,WQ49_RS30025,WQ49_RS30025,WQ49_RS30025,BCAL1935,Others,Carbohydrate transport and metabolism,427.0385434,0.031001016,0.115138102,0.269250714,0.787736756,0.991149753,PHAR,,0.084161639
2036,WQ49_RS30050,WQ49_RS30050,WQ49_RS30050,BCAL1930,Others,#N/A,266.4232698,0.020462168,0.141381085,0.144730594,0.884923583,0.994207867,PHAR,,-0.006002474
2037,WQ49_RS30195,WQ49_RS30195,WQ49_RS30195,BCAL1901,RNA degradation,Transcription,199.587108,-0.140508241,0.170096387,-0.82605071,0.408775327,0.846771671,PHAR,,-0.95133735
2038,WQ49_RS30200,WQ49_RS30200,WQ49_RS30200,BCAL1900,Others,"Posttranslational modification, protein turnover, chaperones",117.0410439,0.169551159,0.186698459,0.908155106,0.36379628,0.846771671,PHAR,,0.794009521
