,EG_Locus tag,Gene,old_locus_tag,Product,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
sgRNA1987,WQ49_RS25615,WQ49_RS25615,BCAL0896,pdxA,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1988,WQ49_RS25645,WQ49_RS25645,BCAL0902,"D,D-heptose 1,7-bisphosphate phosphatase",5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1989,WQ49_RS25645,WQ49_RS25645,BCAL0902,"D,D-heptose 1,7-bisphosphate phosphatase",9.540633966,0.125393946,0.732465052,-0.171194442,0.864070878,0.999054806
sgRNA1990,WQ49_RS25830,WQ49_RS25830,BCAL0938a,hypothetical protein,272.6163693,-0.098611154,0.177882595,0.554360892,0.579331885,0.999054806
sgRNA1991,WQ49_RS25970,WQ49_RS25970,BCAL0967,ADP-heptose--LPS heptosyltransferase,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1992,WQ49_RS26290,WQ49_RS26290,BCAL2782,pyridoxine/pyridoxamine 5'-phosphate oxidase,309.3319653,0.166367367,0.172238613,-0.965912137,0.334088149,0.999054806
sgRNA1993,WQ49_RS26315,WQ49_RS26315,BCAL2777,N-acetylmuramoyl-L-alanine amidase,118.6518922,0.147343908,0.236733962,-0.622402915,0.533676964,0.999054806
sgRNA1994,WQ49_RS26315,WQ49_RS26315,BCAL2777,N-acetylmuramoyl-L-alanine amidase,193.4625794,0.089969035,0.203883065,-0.441277623,0.659012024,0.999054806
sgRNA1995,WQ49_RS26375,WQ49_RS26375,BCAL2765,30S ribosomal protein S20,164.9988067,-0.025009756,0.213125189,0.117347724,0.906584508,0.999054806
sgRNA1996,WQ49_RS26390,WQ49_RS26390,BCAL2762,adenylate kinase,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1997,WQ49_RS26395,WQ49_RS26395,BCAL2761,3-deoxy-manno-octulosonate cytidylyltransferase,118.3003841,0.11822849,0.239235823,-0.49419225,0.621170412,0.999054806
sgRNA1998,WQ49_RS26400,WQ49_RS26400,BCAL2760,hypothetical protein,113.5195173,-0.191903813,0.239409683,0.801570809,0.422801269,0.999054806
sgRNA1999,WQ49_RS26570,WQ49_RS26570,BCAL2726,phosphopantothenate synthase,176.9657961,0.026515337,0.204416573,-0.129712265,0.896794078,0.999054806
sgRNA2000,WQ49_RS26570,WQ49_RS26570,BCAL2726,phosphopantothenate synthase,623.478591,-0.022942081,0.17501302,0.131087853,0.89570581,0.999054806
sgRNA2001,WQ49_RS26630,WQ49_RS26630,BCAL2714,rpmB,76.50804262,-0.039478449,0.285786207,0.138139798,0.890129933,0.999054806
sgRNA2002,WQ49_RS26815,WQ49_RS26815,BCAL2678,permease,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA2003,WQ49_RS26945,WQ49_RS26945,BCAL2651,pantothenate synthetase,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA2004,WQ49_RS26950,WQ49_RS26950,BCAL2650,segregation and condensation protein A,247.0964288,0.12154085,0.186712484,-0.650951917,0.515077526,0.999054806
sgRNA2005,WQ49_RS27300,WQ49_RS27300,BCAL2454,DNA topoisomerase IV subunit A,5.266080166,0.26577136,0.976424407,-0.272188362,0.78547719,0.999054806
sgRNA2006,WQ49_RS27330,WQ49_RS27330,BCAL2448,hypothetical protein,156.0547279,-0.061383937,0.218862851,0.280467595,0.779118784,0.999054806
sgRNA2008,WQ49_RS27565,WQ49_RS27565,BCAL2402,LPS biosynthesis,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA2009,WQ49_RS27810,WQ49_RS27810,BCAL2355,CDP-diacylglycerol--serine O-phosphatidyltransferase,130.7683437,-0.065015765,0.229587406,0.28318524,0.777034842,0.999054806
sgRNA2010,WQ49_RS27880,WQ49_RS27880,BCAL2342,NADH-quinone oxidoreductase subunit C,142.7663477,-0.024033545,0.23725515,0.101298307,0.91931366,0.999054806
sgRNA2011,WQ49_RS27895,WQ49_RS27895,BCAL2339,"NADH oxidoreductase (quinone), F subunit",417.5512063,0.062354138,0.161312053,-0.386543575,0.699094137,0.999054806
sgRNA2012,WQ49_RS27895,WQ49_RS27895,BCAL2339,"NADH oxidoreductase (quinone), F subunit",5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA2013,WQ49_RS28135,WQ49_RS28135,BCAL2292,transporter MotA/TolQ/ExbB proton channel familyprotein,119.9880912,0.046148644,0.241571257,-0.191035327,0.848497916,0.999054806
sgRNA2015,WQ49_RS28650,WQ49_RS28650,BCAL2196,iscA,624.084182,0.157150287,0.158322199,-0.99259793,0.320905934,0.999054806
sgRNA2016,WQ49_RS28680,WQ49_RS28680,BCAL2190,lysine--tRNA ligase,146.2542051,0.027929434,0.222319918,-0.125627222,0.900027014,0.999054806
sgRNA2017,WQ49_RS28710,WQ49_RS28710,BCAL2185,ABC transporter ATP-binding protein,243.2495722,0.023144238,0.190478042,-0.121506069,0.903290208,0.999054806
sgRNA2018,WQ49_RS28735,WQ49_RS28735,BCAL2180,2-dehydro-3-deoxyphosphooctonate aldolase,5.527738951,0.121062907,0.955411795,-0.126712803,0.899167712,0.999054806
sgRNA2019,WQ49_RS28790,WQ49_RS28790,BCAL2169,tryptophanyl-tRNA synthetase,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA2020,WQ49_RS28860,WQ49_RS28860,BCAL2154,"UDP-2,3-diacylglucosamine hydrolase",111.1141205,0.109120662,0.253610166,-0.430269272,0.666999776,0.999054806
sgRNA2021,WQ49_RS28895,WQ49_RS28895,BCAL2147,tRNA(Ile)-lysidine synthetase,504.3777313,0.219173965,0.15587582,-1.406080594,0.159700194,0.999054806
sgRNA2022,WQ49_RS29115,WQ49_RS29115,BCAL2114,DNA polymerase,15.97105609,-0.146454318,0.572876722,0.25564718,0.798223285,0.999054806
sgRNA2023,WQ49_RS29130,WQ49_RS29130,BCAL2111,MFS transporter,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA2026,WQ49_RS29180,WQ49_RS29180,BCAL2101,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",1287.071892,0.048819382,0.134258728,-0.363621667,0.716140545,0.999054806
sgRNA2027,WQ49_RS29245,WQ49_RS29245,BCAL2088,ribosome-recycling factor,7.066987875,0.54723001,0.850594479,-0.643350061,0.51999698,0.999054806
sgRNA2028,WQ49_RS29245,WQ49_RS29245,BCAL2088,ribosome-recycling factor,640.4148141,-0.016225662,0.148902342,0.108968481,0.91322749,0.999054806
sgRNA2029,WQ49_RS29610,WQ49_RS29610,BCAL2015,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",437.9586581,0.282607316,0.161018616,-1.755122005,0.079238441,0.999054806
sgRNA2030,WQ49_RS29790,WQ49_RS29790,BCAL1983,intracellular septation protein A,257.7143537,-0.131420797,0.18060194,0.72768209,0.466808216,0.999054806
sgRNA2031,WQ49_RS29870,WQ49_RS29870,BCAL1966,folate-binding protein,286.9149782,-0.020438542,0.180460183,0.113257904,0.90982609,0.999054806
sgRNA2033,WQ49_RS29980,WQ49_RS29980,BCAL1944,primosomal replication protein N,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA2034,WQ49_RS30025,WQ49_RS30025,BCAL1935,polysaccharide deacetylase,254.308174,0.218841094,0.181666648,-1.204629998,0.228346171,0.999054806
sgRNA2035,WQ49_RS30025,WQ49_RS30025,BCAL1935,polysaccharide deacetylase,336.921061,-0.038020389,0.171005,0.222334956,0.824053142,0.999054806
sgRNA2036,WQ49_RS30050,WQ49_RS30050,BCAL1930,4-amino-4-deoxy-L-arabinose transferase,208.4851956,-0.00612966,0.213700857,0.028683366,0.977117123,0.999054806
sgRNA2037,WQ49_RS30195,WQ49_RS30195,BCAL1901,rho,185.5541918,-0.165639573,0.225248485,0.735363759,0.462117987,0.999054806
sgRNA2038,WQ49_RS30200,WQ49_RS30200,BCAL1900,thioredoxin,84.54656515,0.146775451,0.284540123,-0.515833933,0.6059704,0.999054806
sgRNA2039,WQ49_RS30285,WQ49_RS30285,BCAL1883,histidine--tRNA ligase,1381.54741,0.046267231,0.128084733,-0.361223621,0.717932286,0.999054806
sgRNA2040,WQ49_RS30370,WQ49_RS30370,BCAL1866,competence protein ComL,551.8802529,0.252092477,0.156437909,-1.611453895,0.107080829,0.999054806
sgRNA2041,WQ49_RS30950,WQ49_RS30950,#N/A,#N/A,322.2252141,-0.130985843,0.169182992,0.774225833,0.438797254,0.999054806
sgRNA2042,WQ49_RS31080,WQ49_RS31080,BCAL1730,precorrin-4 C11-methyltransferase,282.4745569,-0.298261718,0.17640882,1.690741529,0.090886179,0.999054806
sgRNA2043,WQ49_RS31350,WQ49_RS31350,BCAL1676,multidrug transporter,132.1646717,0.014565167,0.252459676,-0.057693042,0.953993136,0.999054806
sgRNA2044,WQ49_RS31945,WQ49_RS31945,BCAL1556,ribose-5-phosphate isomerase A,224.2624487,0.002897784,0.194555178,-0.014894407,0.988116422,0.999054806
sgRNA2045,WQ49_RS32160,WQ49_RS32160,BCAL1516,dihydrolipoamide succinyltransferase,199.214575,-0.027273449,0.221879811,0.122919919,0.902170512,0.999054806
sgRNA2046,WQ49_RS32310,WQ49_RS32310,BCAL1487,integration host factor subunit alpha,390.5590918,-0.062772184,0.19014746,0.330123704,0.741306493,0.999054806
sgRNA2047,WQ49_RS32315,WQ49_RS32315,BCAL1486,phenylalanyl-tRNA synthetase subunit beta,151.1754138,0.176523269,0.216770865,-0.814331154,0.415455267,0.999054806
sgRNA2048,WQ49_RS32325,WQ49_RS32325,BCAL1484,rplT,147.1460933,0.023476825,0.223584965,-0.105001804,0.916374377,0.999054806
sgRNA2049,WQ49_RS32335,WQ49_RS32335,1.63942E+13,translation initiation factor IF-3,288.5381772,0.114544747,0.174337085,-0.657030296,0.511161436,0.999054806
sgRNA2050,WQ49_RS32340,WQ49_RS32340,BCAL1481,threonine--tRNA ligase,207.259752,-0.032910847,0.193174547,0.170368446,0.864720386,0.999054806
sgRNA2051,WQ49_RS32500,WQ49_RS32500,BCAL1449,DNA-dependent helicase,305.4087947,0.065540713,0.1773452,-0.369565758,0.711706068,0.999054806
sgRNA2052,WQ49_RS32540,WQ49_RS32540,BCAL1441,transcriptional regulator,112.1812298,0.125208949,0.249917031,-0.501002068,0.616369667,0.999054806
sgRNA2053,WQ49_RS32665,WQ49_RS32665,BCAL1416,alanine--tRNA ligase,138.2958958,-0.076508656,0.227362305,0.336505455,0.736489739,0.999054806
sgRNA2054,WQ49_RS32735,WQ49_RS32735,BCAL1403A,hypothetical protein,84.45863292,0.108362306,0.294092663,-0.368463139,0.712527926,0.999054806
sgRNA2055,WQ49_RS32790,WQ49_RS32790,BCAL1393,hypothetical protein,168.1290823,-0.225444904,0.209405647,1.076594198,0.281661597,0.999054806
sgRNA2056,WQ49_RS32790,WQ49_RS32790,BCAL1393,hypothetical protein,234.737898,0.076176725,0.192323285,-0.396086851,0.692040958,0.999054806
sgRNA2057,WQ49_RS32905,WQ49_RS32905,BCAL1370,iron dicitrate transporter FecR,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA2058,WQ49_RS32905,WQ49_RS32905,BCAL1370,iron dicitrate transporter FecR,121.2020173,-0.098264593,0.241868599,0.406272633,0.684542291,0.999054806
sgRNA2059,WQ49_RS32940,WQ49_RS32940,BCAL1364,hypothetical protein,628.0072425,0.164920949,0.15007649,-1.098912622,0.271806181,0.999054806
sgRNA2060,WQ49_RS32970,WQ49_RS32970,BCAL1357,hypothetical protein,603.4945514,-0.147167222,0.148870042,0.988561699,0.322877633,0.999054806
sgRNA2061,WQ49_RS33360,WQ49_RS33360,BCAL1269,glmM,179.5523697,0.150944377,0.2050571,-0.736109002,0.461664365,0.999054806
sgRNA2062,WQ49_RS34140,WQ49_RS34140,BCAL1096,"exodeoxyribonuclease V, gamma subunit",197.3951578,0.289365019,0.198103423,-1.460676524,0.144104235,0.999054806
sgRNA2063,WQ49_RS34300,WQ49_RS34300,BCAL1063,N-succinylarginine dihydrolase,378.9432228,0.015046394,0.171585091,-0.087690565,0.930122619,0.999054806
sgRNA2064,WQ49_RS34535,WQ49_RS34535,BCAL2853,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,147.5941178,0.019619171,0.2254775,-0.087011655,0.930662248,0.999054806
sgRNA2065,WQ49_RS34570,WQ49_RS34570,BCAL2862,pyridoxine 5'-phosphate synthase,112.4791088,-0.00942263,0.253675294,0.037144451,0.97036983,0.999054806
sgRNA2066,WQ49_RS34590,WQ49_RS34590,BCAL2866,signal peptidase,330.3498116,0.398511173,0.175719678,-2.267880171,0.023336511,0.999054806
sgRNA2067,WQ49_RS34630,WQ49_RS34630,BCAL2874,3-oxoacyl-ACP synthase,112.4972191,0.177957362,0.241530565,-0.736790239,0.46124992,0.999054806
sgRNA2068,WQ49_RS34635,WQ49_RS34635,BCAL2875,acyl carrier protein,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA2069,WQ49_RS34640,WQ49_RS34640,BCAL2876,fabG,221.9651205,0.031846316,0.190328058,-0.167323286,0.867115682,0.999054806
sgRNA2070,WQ49_RS34660,WQ49_RS34660,BCAL2880,rpmF,219.8163976,0.042978085,0.195954995,-0.219326305,0.826395873,0.999054806
sgRNA2071,WQ49_RS34660,WQ49_RS34660,BCAL2880,rpmF,35.74629216,0.013640071,0.400591143,-0.034049858,0.972837393,0.999054806
sgRNA2072,WQ49_RS34740,WQ49_RS34740,BCAL2896,sodium:proton antiporter,447.0853156,0.040447527,0.163509987,-0.247370374,0.8046216,0.999054806
sgRNA2073,WQ49_RS34740,WQ49_RS34740,BCAL2896,sodium:proton antiporter,261.1541961,-0.107033698,0.183702097,0.582648208,0.560130145,0.999054806
sgRNA2074,WQ49_RS34830,WQ49_RS34830,BCAL2912,thyA,162.9965215,-0.155778874,0.21321581,0.730615964,0.465013758,0.999054806
sgRNA2075,WQ49_RS34865,WQ49_RS34865,BCAL2919,oligoribonuclease,208.128051,-0.018098669,0.193458435,0.093553271,0.925464031,0.999054806
sgRNA2076,WQ49_RS34905,WQ49_RS34905,BCAL2927,16S rRNA processing protein RimM,324.2591408,-0.093415677,0.17238142,0.541912677,0.587878663,0.999054806
sgRNA2077,WQ49_RS34940,WQ49_RS34940,BCAL2934,electron transfer flavoprotein subunit beta,162.2771493,0.145624566,0.216900573,-0.671388572,0.501973023,0.999054806
sgRNA2078,WQ49_RS34980,WQ49_RS34980,BCAL2942,cysteine synthase,273.3175104,0.148636295,0.176900805,-0.840223959,0.400782827,0.999054806
sgRNA2079,WQ49_RS35000,WQ49_RS35000,BCAL2946,UDP-glucose 6-dehydrogenase,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA2080,WQ49_RS35005,WQ49_RS35005,BCAL2947,tetratricopeptide repeat protein,151.0272819,-0.274524203,0.2187324,1.255068763,0.209453799,0.999054806
sgRNA2081,WQ49_RS35020,WQ49_RS35020,BCAL2950,rpsA,591.2897499,-0.121381194,0.17249806,0.703667008,0.481640171,0.999054806
sgRNA2082,WQ49_RS35025,WQ49_RS35025,BCAL2951,cytidylate kinase,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA2083,WQ49_RS35025,WQ49_RS35025,BCAL2951,cytidylate kinase,209.3304556,-0.005823675,0.199367013,0.029210826,0.976696447,0.999054806
sgRNA2773,WQ49_RS28900,WQ49_RS28900,BCAL2146,0,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA2774,WQ49_RS28900,0,BCAL2146,0,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA2775,WQ49_RS13375,0,BCAL0105,0,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA2776,WQ49_RS13375,0,BCAL0105,0,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
